name,fn_met_active_neigh,genes,max,min,weight
18794,0.28,PRSS56,0.3,0.2,0.109312749
1095,0.279909707,ANGPTL1,0.3,0.2,0.109312749
6274,0.279898219,IFT80,0.3,0.2,0.109312749
1628,0.279867987,TUBG1,0.3,0.2,0.109312749
7577,0.279863481,ZAR1,0.3,0.2,0.109312749
1852,0.279843444,TERF2,0.3,0.2,0.109312749
962,0.279835391,PRSS16,0.3,0.2,0.109312749
13863,0.279835391,NREP,0.3,0.2,0.109312749
15760,0.279835391,TAPBP,0.3,0.2,0.109312749
12073,0.279824561,CKS2,0.3,0.2,0.109312749
10033,0.279816514,ILF2,0.3,0.2,0.109312749
14760,0.279792746,IFITM1,0.3,0.2,0.109312749
2494,0.279781421,RCOR1,0.3,0.2,0.109312749
4424,0.279781421,CPSF4,0.3,0.2,0.109312749
12299,0.279761905,ZKSCAN3,0.3,0.2,0.109312749
14800,0.279761905,SYNC,0.3,0.2,0.109312749
9533,0.279746835,TES,0.3,0.2,0.109312749
15757,0.279742765,NAALADL2,0.3,0.2,0.109312749
11701,0.27972028,MORN5,0.3,0.2,0.109312749
17152,0.27972028,GJB7,0.3,0.2,0.109312749
1722,0.279705573,TAF4,0.3,0.2,0.109312749
4245,0.27970297,GRHL3,0.3,0.2,0.109312749
2104,0.279683377,IGF2BP3,0.3,0.2,0.109312749
13443,0.279683377,GPS1,0.3,0.2,0.109312749
16778,0.279678068,ZBTB38,0.3,0.2,0.109312749
19111,0.279678068,ZNF865,0.3,0.2,0.109312749
10112,0.279661017,SH3BP5L,0.3,0.2,0.109312749
15433,0.279661017,TMEM243,0.3,0.2,0.109312749
15814,0.279661017,EPM2AIP1,0.3,0.2,0.109312749
11192,0.27961165,MRPL41,0.3,0.2,0.109312749
6882,0.279583875,IL23R,0.3,0.2,0.109312749
4422,0.279569892,ZSCAN21,0.3,0.2,0.109312749
7277,0.279569892,SAMD9L,0.3,0.2,0.109312749
14995,0.279569892,PNMA5,0.3,0.2,0.109312749
15330,0.279569892,CCDC129,0.3,0.2,0.109312749
18569,0.279569892,OR8G5,0.3,0.2,0.109312749
6139,0.279552716,ZWILCH,0.3,0.2,0.109312749
1681,0.279545455,PVRL2,0.3,0.2,0.109312749
8108,0.279518072,BCL9L,0.3,0.2,0.109312749
15833,0.279494382,TCEA3,0.3,0.2,0.109312749
3209,0.279461279,MBNL2,0.3,0.2,0.109312749
15191,0.279445727,MS4A6A,0.3,0.2,0.109312749
1330,0.279444038,SRSF6,0.3,0.2,0.109312749
10522,0.279439252,UBQLN4,0.3,0.2,0.109312749
1192,0.279426817,MSX2,0.3,0.2,0.109312749
12040,0.279411765,C6orf48,0.3,0.2,0.109312749
17438,0.279411765,CAND1,0.3,0.2,0.109312749
19182,0.279411765,SSBP2,0.3,0.2,0.109312749
11326,0.27938343,GTF3C5,0.3,0.2,0.109312749
14182,0.279379157,NPM2,0.3,0.2,0.109312749
10689,0.279373368,ADAMTSL4,0.3,0.2,0.109312749
13560,0.279359431,FBXW9,0.3,0.2,0.109312749
2013,0.279338843,DTX1,0.3,0.2,0.109312749
11671,0.27933541,KPNA6,0.3,0.2,0.109312749
19177,0.279322854,HIST1H2AB,0.3,0.2,0.109312749
7979,0.279310345,RFTN1,0.3,0.2,0.109312749
4500,0.279287723,SOX8,0.3,0.2,0.109312749
7301,0.279279279,PA1,0.3,0.2,0.109312749
8033,0.279273217,ERCC6L,0.3,0.2,0.109312749
16398,0.27925117,PSMD6,0.3,0.2,0.109312749
9352,0.279245283,TMEM71,0.3,0.2,0.109312749
3981,0.279235216,RANBP2,0.3,0.2,0.109312749
6908,0.279202279,ANKZF1,0.3,0.2,0.109312749
17094,0.279179811,FCGR3B,0.3,0.2,0.109312749
13454,0.279176201,RNF34,0.3,0.2,0.109312749
13155,0.279166667,BET1L,0.3,0.2,0.109312749
139,0.279132791,PRSS22,0.3,0.2,0.109312749
7795,0.279132791,DDX28,0.3,0.2,0.109312749
3685,0.279120879,DNAJC5B,0.3,0.2,0.109312749
14250,0.279120879,LARP4,0.3,0.2,0.109312749
4612,0.279116466,MRPS18C,0.3,0.2,0.109312749
3787,0.279112754,LSM14B,0.3,0.2,0.109312749
2334,0.279069767,RSBN1,0.3,0.2,0.109312749
5742,0.279069767,DONSON,0.3,0.2,0.109312749
5192,0.279044517,CHAF1A,0.3,0.2,0.109312749
9744,0.279041916,TEAD4,0.3,0.2,0.109312749
8359,0.279005525,ATG101,0.3,0.2,0.109312749
14174,0.279005525,CHMP1A,0.3,0.2,0.109312749
1840,0.278978389,IGJ,0.3,0.2,0.109312749
1919,0.278975741,MICAL2,0.3,0.2,0.109312749
2644,0.278928136,SMG6,0.3,0.2,0.109312749
2299,0.278911565,C12orf4,0.3,0.2,0.109312749
4922,0.278911565,PHOX2A,0.3,0.2,0.109312749
15208,0.278894472,VPRBP,0.3,0.2,0.109312749
10379,0.278884462,PAPPA2,0.3,0.2,0.109312749
16258,0.278884462,PATL2,0.3,0.2,0.109312749
6641,0.278850916,RUVBL1,0.3,0.2,0.109312749
4370,0.278832117,U2AFBP,0.3,0.2,0.109312749
5766,0.278827977,FEM1B,0.3,0.2,0.109312749
4388,0.278820375,LILRA4,0.3,0.2,0.109312749
10679,0.278816199,NR2E1,0.3,0.2,0.109312749
15373,0.278810409,DNAJC4,0.3,0.2,0.109312749
10920,0.278787879,PTBP2,0.3,0.2,0.109312749
14501,0.278787879,DTNB,0.3,0.2,0.109312749
3748,0.278772379,TENM4,0.3,0.2,0.109312749
17146,0.278725825,TEAD1,0.3,0.2,0.109312749
3642,0.278713629,CDCA5,0.3,0.2,0.109312749
8553,0.278688525,TPRG1,0.3,0.2,0.109312749
12224,0.278688525,ANGPTL7,0.3,0.2,0.109312749
12253,0.278688525,IL31,0.3,0.2,0.109312749
3338,0.278647148,EIF4A3,0.3,0.2,0.109312749
12927,0.278581766,CWC27,0.3,0.2,0.109312749
3817,0.278579356,WDR17,0.3,0.2,0.109312749
15263,0.278571429,CDKN2AIPNL,0.3,0.2,0.109312749
6253,0.278557114,INSM1,0.3,0.2,0.109312749
18594,0.278503046,NAP1L1,0.3,0.2,0.109312749
6081,0.278481013,OR1L1,0.3,0.2,0.109312749
6796,0.278481013,C3orf17,0.3,0.2,0.109312749
14513,0.278481013,GATSL3,0.3,0.2,0.109312749
10949,0.278457197,GFI1,0.3,0.2,0.109312749
45,0.278450363,TSPAN9,0.3,0.2,0.109312749
3229,0.278431373,FAM181A,0.3,0.2,0.109312749
15060,0.278418451,RCBTB2,0.3,0.2,0.109312749
6929,0.278388278,CRELD1,0.3,0.2,0.109312749
9988,0.278388278,ZNF521,0.3,0.2,0.109312749
15709,0.278388278,NABP1,0.3,0.2,0.109312749
13307,0.278366112,TSN,0.3,0.2,0.109312749
11790,0.278350515,INIP,0.3,0.2,0.109312749
12536,0.278350515,CHDC2,0.3,0.2,0.109312749
18296,0.278271919,CHMP2A,0.3,0.2,0.109312749
15075,0.27826087,ENSG00000239789,0.3,0.2,0.109312749
17248,0.27826087,GPRASP2,0.3,0.2,0.109312749
4463,0.278252612,PSME3,0.3,0.2,0.109312749
16272,0.278225806,TRA2B,0.3,0.2,0.109312749
16941,0.278215223,SCUBE2,0.3,0.2,0.109312749
8663,0.278195489,SIMC1,0.3,0.2,0.109312749
14076,0.278195489,EMC6,0.3,0.2,0.109312749
8241,0.278169014,FAM60A,0.3,0.2,0.109312749
3770,0.278106509,FRG1B,0.3,0.2,0.109312749
7887,0.278106509,C17orf70,0.3,0.2,0.109312749
3603,0.278093076,NHP2,0.3,0.2,0.109312749
402,0.278061224,SUPT16H,0.3,0.2,0.109312749
2081,0.278054863,WNT10A,0.3,0.2,0.109312749
10480,0.27804878,C1orf204,0.3,0.2,0.109312749
772,0.278044104,WNT3,0.3,0.2,0.109312749
2863,0.278033794,IL18RAP,0.3,0.2,0.109312749
6825,0.278026906,ING3,0.3,0.2,0.109312749
6604,0.278,TNIP1,0.3,0.2,0.109312749
1424,0.277992278,SCRT2,0.3,0.2,0.109312749
8287,0.277992278,SPRYD4,0.3,0.2,0.109312749
12911,0.277975133,IRF4,0.3,0.2,0.109312749
16142,0.277936963,INTS2,0.3,0.2,0.109312749
11511,0.277904328,CSTF2,0.3,0.2,0.109312749
10247,0.27787307,DYNLT1,0.3,0.2,0.109312749
17285,0.277829747,H2AFJ,0.3,0.2,0.109312749
267,0.277777778,NAT14,0.3,0.2,0.109312749
1616,0.277777778,DTWD1,0.3,0.2,0.109312749
2018,0.277777778,TMEM60,0.3,0.2,0.109312749
3421,0.277777778,FCN3,0.3,0.2,0.109312749
4253,0.277777778,FAM46B,0.3,0.2,0.109312749
4264,0.277777778,CATIP,0.3,0.2,0.109312749
5529,0.277777778,OR6Y1,0.3,0.2,0.109312749
6474,0.277777778,COG4,0.3,0.2,0.109312749
6895,0.277777778,RRP7A,0.3,0.2,0.109312749
10491,0.277777778,OR6K6,0.3,0.2,0.109312749
11433,0.277777778,NGFRAP1,0.3,0.2,0.109312749
11481,0.277777778,CNPY3,0.3,0.2,0.109312749
17525,0.277777778,FRMPD1,0.3,0.2,0.109312749
17723,0.277777778,RNASE12,0.3,0.2,0.109312749
18143,0.277777778,FAM215A,0.3,0.2,0.109312749
16765,0.277680141,CRIP2,0.3,0.2,0.109312749
12128,0.277676951,ITGBL1,0.3,0.2,0.109312749
17452,0.277641278,BEX2,0.3,0.2,0.109312749
8153,0.27761194,TTC7B,0.3,0.2,0.109312749
3162,0.277591973,C1RL,0.3,0.2,0.109312749
17314,0.277591973,ANAPC15,0.3,0.2,0.109312749
7585,0.277580071,MEX3B,0.3,0.2,0.109312749
3435,0.277573529,PRCC,0.3,0.2,0.109312749
3179,0.27756654,TMTC3,0.3,0.2,0.109312749
16900,0.27756654,INTS9,0.3,0.2,0.109312749
19058,0.27755102,H2AFB3,0.3,0.2,0.109312749
17351,0.27753304,ZNF124,0.3,0.2,0.109312749
7503,0.277511962,GTF2H2,0.3,0.2,0.109312749
6337,0.277497477,PDS5B,0.3,0.2,0.109312749
14774,0.277486911,MCC,0.3,0.2,0.109312749
9518,0.277475517,SYNE2,0.3,0.2,0.109312749
13291,0.277472527,TBR1,0.3,0.2,0.109312749
17503,0.277472527,CELF2,0.3,0.2,0.109312749
1411,0.277467412,SYMPK,0.3,0.2,0.109312749
17618,0.277461351,BAZ2A,0.3,0.2,0.109312749
5105,0.277456647,CCNDBP1,0.3,0.2,0.109312749
10231,0.277456647,SERTAD4,0.3,0.2,0.109312749
15628,0.277456647,PRSS45,0.3,0.2,0.109312749
16809,0.277456647,FOXR2,0.3,0.2,0.109312749
9414,0.277429467,TBC1D8B,0.3,0.2,0.109312749
6388,0.277419355,LYSMD3,0.3,0.2,0.109312749
14684,0.277419355,GRAMD4,0.3,0.2,0.109312749
15676,0.277404922,FAM58A,0.3,0.2,0.109312749
17319,0.27739726,PDCD2,0.3,0.2,0.109312749
4957,0.277372263,ZMYND19,0.3,0.2,0.109312749
15080,0.277372263,GLI2,0.3,0.2,0.109312749
6813,0.277361319,CTNNAL1,0.3,0.2,0.109312749
11548,0.277333333,NCR2,0.3,0.2,0.109312749
1183,0.277310924,TMEM180,0.3,0.2,0.109312749
16830,0.277310924,TOB1,0.3,0.2,0.109312749
18045,0.277258567,TRIM16L,0.3,0.2,0.109312749
12024,0.277227723,BAMBI,0.3,0.2,0.109312749
19019,0.277227723,ENSG00000277666,0.3,0.2,0.109312749
13538,0.27722063,CUL5,0.3,0.2,0.109312749
14387,0.277210884,SEH1L,0.3,0.2,0.109312749
12256,0.277192982,TMEM2,0.3,0.2,0.109312749
18968,0.277192982,H2BFS,0.3,0.2,0.109312749
924,0.277140335,SRSF9,0.3,0.2,0.109312749
1264,0.277108434,EEPD1,0.3,0.2,0.109312749
3280,0.277108434,TXNL4B,0.3,0.2,0.109312749
3773,0.277108434,EI24,0.3,0.2,0.109312749
6536,0.277108434,LEPREL1,0.3,0.2,0.109312749
13262,0.277108434,RNF20,0.3,0.2,0.109312749
14919,0.277108434,ERICH2,0.3,0.2,0.109312749
19206,0.277108434,TMEM114,0.3,0.2,0.109312749
17175,0.277096115,CELF1,0.3,0.2,0.109312749
4182,0.277080958,ZIC3,0.3,0.2,0.109312749
18812,0.277056277,SLC4A1AP,0.3,0.2,0.109312749
5914,0.277027027,PSG1,0.3,0.2,0.109312749
4109,0.276978417,C1orf112,0.3,0.2,0.109312749
9367,0.276950044,HIST1H2BK,0.3,0.2,0.109312749
8184,0.276923077,LUZP2,0.3,0.2,0.109312749
17032,0.276923077,CCDC17,0.3,0.2,0.109312749
8794,0.27690583,HOXA9,0.3,0.2,0.109312749
10585,0.27689243,EBF3,0.3,0.2,0.109312749
15952,0.27688172,VPS52,0.3,0.2,0.109312749
15732,0.276859504,CEP170B,0.3,0.2,0.109312749
3422,0.276836158,TINAGL1,0.3,0.2,0.109312749
11360,0.276836158,CCDC24,0.3,0.2,0.109312749
12161,0.276836158,GKAP1,0.3,0.2,0.109312749
5666,0.276785714,TBCA,0.3,0.2,0.109312749
14999,0.27672956,C17orf62,0.3,0.2,0.109312749
12419,0.276712329,LECT1,0.3,0.2,0.109312749
14588,0.276699029,TMEM79,0.3,0.2,0.109312749
5546,0.276679842,BFSP2,0.3,0.2,0.109312749
502,0.276666667,PQBP1,0.3,0.2,0.109312749
11853,0.276666667,ENSG00000157654,0.3,0.2,0.109312749
11093,0.276663994,SERBP1,0.3,0.2,0.109312749
14151,0.276657061,ZBTB44,0.3,0.2,0.109312749
6570,0.276595745,OR13D1,0.3,0.2,0.109312749
7506,0.276595745,OR2T11,0.3,0.2,0.109312749
11730,0.276595745,DLGAP4,0.3,0.2,0.109312749
16905,0.276595745,FAM49B,0.3,0.2,0.109312749
18592,0.276521739,HIST1H2BO,0.3,0.2,0.109312749
363,0.276515152,RHBDD3,0.3,0.2,0.109312749
16416,0.276507277,PEG10,0.3,0.2,0.109312749
8293,0.276470588,TMEM39B,0.3,0.2,0.109312749
13211,0.276470588,SEC13,0.3,0.2,0.109312749
4928,0.276465442,LRR1,0.3,0.2,0.109312749
7280,0.276422764,OR52H1,0.3,0.2,0.109312749
10987,0.276422764,GBP1,0.3,0.2,0.109312749
12661,0.276422764,CMTM1,0.3,0.2,0.109312749
11134,0.276410999,NFIA,0.3,0.2,0.109312749
19238,0.276386404,CPSF1,0.3,0.2,0.109312749
10529,0.27638191,GON4L,0.3,0.2,0.109312749
18684,0.27638191,ZNF787,0.3,0.2,0.109312749
5424,0.276371308,DEFB4A,0.3,0.2,0.109312749
7244,0.276363636,SEC16A,0.3,0.2,0.109312749
777,0.276333789,GOSR2,0.3,0.2,0.109312749
2748,0.276315789,CHRDL2,0.3,0.2,0.109312749
6652,0.276315789,FDCSP,0.3,0.2,0.109312749
9399,0.276315789,TEX43,0.3,0.2,0.109312749
14145,0.276315789,CHMP7,0.3,0.2,0.109312749
14605,0.276315789,CEACAM19,0.3,0.2,0.109312749
14652,0.276315789,CCDC157,0.3,0.2,0.109312749
8716,0.27628866,AURKAIP1,0.3,0.2,0.109312749
339,0.276283619,MORC2,0.3,0.2,0.109312749
3798,0.276271186,VPS51,0.3,0.2,0.109312749
3965,0.276264591,ZNF117,0.3,0.2,0.109312749
6887,0.276264591,FBXO39,0.3,0.2,0.109312749
7153,0.276243094,GRHL1,0.3,0.2,0.109312749
18081,0.276243094,MSL1,0.3,0.2,0.109312749
12804,0.276223776,EMILIN1,0.3,0.2,0.109312749
17719,0.276223776,MAP1LC3B2,0.3,0.2,0.109312749
19222,0.276223776,MIS12,0.3,0.2,0.109312749
18560,0.276190476,C16orf53,0.3,0.2,0.109312749
8944,0.276103714,RBPJ,0.3,0.2,0.109312749
6121,0.276086957,ELF4,0.3,0.2,0.109312749
17201,0.276083467,NXF1,0.3,0.2,0.109312749
6231,0.27607362,KMT2E,0.3,0.2,0.109312749
14856,0.27607362,AFF3,0.3,0.2,0.109312749
2509,0.276051188,RAB11FIP3,0.3,0.2,0.109312749
10215,0.276023392,CENPF,0.3,0.2,0.109312749
9513,0.2760181,DDX47,0.3,0.2,0.109312749
10088,0.2760181,CNOT7,0.3,0.2,0.109312749
10234,0.276,TRAF3IP3,0.3,0.2,0.109312749
2093,0.275974026,EPC2,0.3,0.2,0.109312749
12766,0.275949367,TXLNG,0.3,0.2,0.109312749
13928,0.275919732,FOXB1,0.3,0.2,0.109312749
16734,0.275919732,SMG7,0.3,0.2,0.109312749
1717,0.275862069,ATXN10,0.3,0.2,0.109312749
1724,0.275862069,RBBP8NL,0.3,0.2,0.109312749
2169,0.275862069,SIT1,0.3,0.2,0.109312749
5843,0.275862069,RGMB,0.3,0.2,0.109312749
6470,0.275862069,METRNL,0.3,0.2,0.109312749
7582,0.275862069,DEFA5,0.3,0.2,0.109312749
12199,0.275862069,SOWAHC,0.3,0.2,0.109312749
16647,0.275862069,GTF2H2C,0.3,0.2,0.109312749
17635,0.275862069,RAB3IP,0.3,0.2,0.109312749
17674,0.275862069,OR9A4,0.3,0.2,0.109312749
17773,0.275862069,C6orf174,0.3,0.2,0.109312749
14553,0.275800712,CBX6,0.3,0.2,0.109312749
3742,0.275766017,SSRP1,0.3,0.2,0.109312749
5883,0.275766017,GLE1,0.3,0.2,0.109312749
6914,0.275757576,TACC1,0.3,0.2,0.109312749
8883,0.275735294,PTMA,0.3,0.2,0.109312749
7288,0.27572663,FRAS1,0.3,0.2,0.109312749
2954,0.275689223,LYL1,0.3,0.2,0.109312749
9354,0.275675676,GOLGA4,0.3,0.2,0.109312749
14896,0.275641026,ENSG00000273155,0.3,0.2,0.109312749
17280,0.275630252,RAB40C,0.3,0.2,0.109312749
16073,0.275599766,SNRPB,0.3,0.2,0.109312749
13958,0.275590551,MRGPRX3,0.3,0.2,0.109312749
4361,0.275574113,CCDC58,0.3,0.2,0.109312749
5732,0.275568182,BNC1,0.3,0.2,0.109312749
17282,0.275555556,KLHL35,0.3,0.2,0.109312749
8707,0.275541796,IFI6,0.3,0.2,0.109312749
2983,0.275534442,CEP70,0.3,0.2,0.109312749
9191,0.275510204,C2CD4A,0.3,0.2,0.109312749
14933,0.275510204,FAM96B,0.3,0.2,0.109312749
18929,0.275510204,GOLGA6L9,0.3,0.2,0.109312749
338,0.275449102,CRYBB3,0.3,0.2,0.109312749
17239,0.275449102,SLFN12L,0.3,0.2,0.109312749
4780,0.275444265,TCERG1,0.3,0.2,0.109312749
9692,0.275423729,LDLRAD4,0.3,0.2,0.109312749
9304,0.275390625,ARIH2,0.3,0.2,0.109312749
3203,0.275362319,VPS33A,0.3,0.2,0.109312749
5313,0.275362319,MDM1,0.3,0.2,0.109312749
6129,0.275362319,WDR49,0.3,0.2,0.109312749
16091,0.275362319,C7orf25,0.3,0.2,0.109312749
19030,0.275362319,MAP7,0.3,0.2,0.109312749
17700,0.275310835,HECTD4,0.3,0.2,0.109312749
6719,0.275303644,CHORDC1,0.3,0.2,0.109312749
13102,0.275294118,TNFRSF19,0.3,0.2,0.109312749
6452,0.275280899,SPEM1,0.3,0.2,0.109312749
11311,0.275280899,MMRN2,0.3,0.2,0.109312749
15977,0.275274056,LTB,0.3,0.2,0.109312749
1822,0.275268817,TIMM10B,0.3,0.2,0.109312749
2521,0.275229358,MGRN1,0.3,0.2,0.109312749
2906,0.275229358,PHRF1,0.3,0.2,0.109312749
13335,0.275229358,EID2,0.3,0.2,0.109312749
18869,0.275229358,TMCO1,0.3,0.2,0.109312749
19151,0.275193798,RDM1,0.3,0.2,0.109312749
7792,0.275179856,ASCL2,0.3,0.2,0.109312749
12471,0.275167785,AARD,0.3,0.2,0.109312749
12728,0.275132275,LY86,0.3,0.2,0.109312749
6078,0.275112444,DDX23,0.3,0.2,0.109312749
11647,0.275100402,NAP1L6,0.3,0.2,0.109312749
16176,0.275053305,PTBP3,0.3,0.2,0.109312749
5777,0.275049116,WDR48,0.3,0.2,0.109312749
2171,0.275042445,DCTN3,0.3,0.2,0.109312749
15522,0.275035261,TAF6,0.3,0.2,0.109312749
14106,0.275021026,DDX51,0.3,0.2,0.109312749
3660,0.275,GPR174,0.3,0.2,0.109312749
5015,0.275,CYYR1,0.3,0.2,0.109312749
13374,0.275,KIR3DL1,0.3,0.2,0.109312749
14489,0.275,MTA3,0.3,0.2,0.109312749
14940,0.275,SMCO2,0.3,0.2,0.109312749
15122,0.275,DENND6B,0.3,0.2,0.109312749
19307,0.275,ENSG00000279576,0.3,0.2,0.109312749
8817,0.274967575,TMTC4,0.3,0.2,0.109312749
15708,0.274944568,PRM2,0.3,0.2,0.109312749
10327,0.274939173,CDC73,0.3,0.2,0.109312749
12951,0.274939173,ZBED1,0.3,0.2,0.109312749
4392,0.274907749,NCR1,0.3,0.2,0.109312749
6828,0.274881517,KIAA1875,0.3,0.2,0.109312749
3580,0.274853801,PELO,0.3,0.2,0.109312749
9149,0.274853801,MRPL52,0.3,0.2,0.109312749
6597,0.27480916,HARBI1,0.3,0.2,0.109312749
15018,0.274793388,RPP30,0.3,0.2,0.109312749
12541,0.274774775,SHROOM1,0.3,0.2,0.109312749
7205,0.274725275,WDR33,0.3,0.2,0.109312749
12475,0.274725275,C19orf54,0.3,0.2,0.109312749
12797,0.274725275,FAM50B,0.3,0.2,0.109312749
18377,0.274725275,ENSG00000269096,0.3,0.2,0.109312749
13758,0.274698795,INCENP,0.3,0.2,0.109312749
16703,0.274698795,MRPS30,0.3,0.2,0.109312749
16729,0.274678112,CCSER1,0.3,0.2,0.109312749
1284,0.274666667,SSPN,0.3,0.2,0.109312749
1857,0.274647887,NXT1,0.3,0.2,0.109312749
2889,0.274647887,FNIP2,0.3,0.2,0.109312749
8083,0.274647887,EDARADD,0.3,0.2,0.109312749
8734,0.274647887,FERMT2,0.3,0.2,0.109312749
17615,0.274647887,DNAJC22,0.3,0.2,0.109312749
4258,0.274624374,HIST1H2BD,0.3,0.2,0.109312749
3420,0.274576271,PLK4,0.3,0.2,0.109312749
6510,0.274559194,TLK2,0.3,0.2,0.109312749
3794,0.274537696,FERMT3,0.3,0.2,0.109312749
658,0.274509804,ZNRF4,0.3,0.2,0.109312749
1013,0.274509804,HES1,0.3,0.2,0.109312749
1403,0.274509804,TNFSF9,0.3,0.2,0.109312749
4419,0.274509804,LY6K,0.3,0.2,0.109312749
5654,0.274509804,MMGT1,0.3,0.2,0.109312749
7454,0.274509804,PTTG1IP,0.3,0.2,0.109312749
1366,0.274473925,SOX4,0.3,0.2,0.109312749
12868,0.274468085,BNC2,0.3,0.2,0.109312749
13453,0.27443609,CCDC50,0.3,0.2,0.109312749
1518,0.274418605,FGL2,0.3,0.2,0.109312749
4775,0.274418605,WDR41,0.3,0.2,0.109312749
1653,0.274401473,SCML2,0.3,0.2,0.109312749
2363,0.274401473,RNF138,0.3,0.2,0.109312749
14406,0.274385965,SNRPN,0.3,0.2,0.109312749
3094,0.274382315,DBF4,0.3,0.2,0.109312749
10238,0.274376417,MRPL18,0.3,0.2,0.109312749
15832,0.274373259,ZBTB7B,0.3,0.2,0.109312749
11434,0.274368231,TBC1D13,0.3,0.2,0.109312749
7598,0.274336283,MFSD6L,0.3,0.2,0.109312749
9411,0.274336283,C3orf18,0.3,0.2,0.109312749
4350,0.274305556,ZFYVE28,0.3,0.2,0.109312749
7321,0.274305556,TNFRSF12A,0.3,0.2,0.109312749
12777,0.274285714,IFNA8,0.3,0.2,0.109312749
14037,0.274285714,TIGD7,0.3,0.2,0.109312749
2010,0.274200613,OASL,0.3,0.2,0.109312749
2270,0.274193548,CRYGB,0.3,0.2,0.109312749
12745,0.274193548,TRIM5,0.3,0.2,0.109312749
15847,0.274193548,C4orf27,0.3,0.2,0.109312749
16804,0.274193548,ANKRD13D,0.3,0.2,0.109312749
19112,0.274193548,FAM71D,0.3,0.2,0.109312749
4437,0.274167987,POLR2J,0.3,0.2,0.109312749
16962,0.274143302,CNOT8,0.3,0.2,0.109312749
16067,0.274131274,ZNF438,0.3,0.2,0.109312749
16386,0.274122807,NSFL1C,0.3,0.2,0.109312749
13206,0.274111675,RBMS3,0.3,0.2,0.109312749
16746,0.274092616,EXOC3,0.3,0.2,0.109312749
8712,0.274074074,FAM221A,0.3,0.2,0.109312749
8878,0.274052478,TMEM201,0.3,0.2,0.109312749
17791,0.274038462,VIPAS39,0.3,0.2,0.109312749
3579,0.274014156,GZMA,0.3,0.2,0.109312749
2860,0.274004684,PDCL3,0.3,0.2,0.109312749
5169,0.273988439,WNT10B,0.3,0.2,0.109312749
5063,0.273972603,TVP23A,0.3,0.2,0.109312749
7113,0.273972603,MAMSTR,0.3,0.2,0.109312749
12118,0.273972603,PRAMEF17,0.3,0.2,0.109312749
15322,0.27394636,IFI35,0.3,0.2,0.109312749
7804,0.273930754,CSTF2T,0.3,0.2,0.109312749
5477,0.273913043,PITX2,0.3,0.2,0.109312749
7259,0.273913043,FHL5,0.3,0.2,0.109312749
14713,0.273913043,SDK1,0.3,0.2,0.109312749
8196,0.273901809,HORMAD2,0.3,0.2,0.109312749
14138,0.27388535,TMEM209,0.3,0.2,0.109312749
11505,0.273838631,DNAJC9,0.3,0.2,0.109312749
13224,0.273809524,UFSP1,0.3,0.2,0.109312749
15727,0.273809524,OR2V1,0.3,0.2,0.109312749
16519,0.273809524,CPA5,0.3,0.2,0.109312749
17894,0.273809524,METRN,0.3,0.2,0.109312749
10334,0.273781903,BRINP3,0.3,0.2,0.109312749
9992,0.273755656,XAF1,0.3,0.2,0.109312749
8598,0.273743017,RANBP3,0.3,0.2,0.109312749
15029,0.273730684,YY2,0.3,0.2,0.109312749
4235,0.273684211,SPPL3,0.3,0.2,0.109312749
8305,0.273684211,CRISP1,0.3,0.2,0.109312749
9547,0.273684211,WDR55,0.3,0.2,0.109312749
15425,0.273684211,POLDIP3,0.3,0.2,0.109312749
18095,0.273684211,C19orf47,0.3,0.2,0.109312749
12355,0.273622047,KLF12,0.3,0.2,0.109312749
14518,0.273619632,PSME4,0.3,0.2,0.109312749
5795,0.273607748,TADA3,0.3,0.2,0.109312749
12004,0.273604411,CUL4A,0.3,0.2,0.109312749
2383,0.273596177,C14orf166,0.3,0.2,0.109312749
16083,0.273584906,IFNA4,0.3,0.2,0.109312749
18807,0.273584906,MLLT6,0.3,0.2,0.109312749
18920,0.273567468,GAS2L1,0.3,0.2,0.109312749
12805,0.273542601,USP3,0.3,0.2,0.109312749
449,0.273522976,MYBL2,0.3,0.2,0.109312749
17076,0.273519164,MS4A1,0.3,0.2,0.109312749
3185,0.273496241,ASCL1,0.3,0.2,0.109312749
3622,0.273480663,SCUBE3,0.3,0.2,0.109312749
8748,0.273455378,RBM5,0.3,0.2,0.109312749
4868,0.2734375,C7orf55,0.3,0.2,0.109312749
13225,0.2734375,RUFY2,0.3,0.2,0.109312749
15272,0.273427471,ANAPC7,0.3,0.2,0.109312749
18963,0.273413897,FOXD1,0.3,0.2,0.109312749
14394,0.273381295,ITFG3,0.3,0.2,0.109312749
13226,0.273356401,LAMB4,0.3,0.2,0.109312749
4363,0.273333333,CILP2,0.3,0.2,0.109312749
9582,0.273333333,TMA16,0.3,0.2,0.109312749
5193,0.273311897,UBXN6,0.3,0.2,0.109312749
18016,0.273305085,LITAF,0.3,0.2,0.109312749
17130,0.273298429,CDC27,0.3,0.2,0.109312749
7464,0.273291925,MAFA,0.3,0.2,0.109312749
12601,0.273255814,CD83,0.3,0.2,0.109312749
5844,0.273239437,COMMD1,0.3,0.2,0.109312749
8345,0.273236282,ZC3H15,0.3,0.2,0.109312749
7164,0.273224044,MVB12A,0.3,0.2,0.109312749
15462,0.273224044,ARL13A,0.3,0.2,0.109312749
15159,0.273209549,STRAP,0.3,0.2,0.109312749
141,0.273206057,YTHDC2,0.3,0.2,0.109312749
